"torneo","home_team","away_team","home_goals","away_goals","resultado"
"Campeonato 1961 - Fecha 10","Lanus","Los Andes",1,2,"Visita gana"
"Superliga 2019/20 - Fecha 20","Lanus","Newells",1,1,"Empate"
"Superliga 2018/19 - Fecha 6","Newells","Lanus",2,0,"Local gana"
"Superliga 2017/18 - Fecha 4","Lanus","Newells",1,0,"Local gana"
"Campeonato 2016/17 - Fecha 28","Newells","Lanus",1,1,"Empate"
"Torneo 2016 - Fecha 6","Lanus","Newells",3,0,"Local gana"
"Campeonato 2015 - Liguilla Sudamericana","Lanus","Newells",2,1,"Local gana"
"Campeonato 2015 - Fecha 29","Newells","Lanus",1,1,"Empate"
"Torneo de Transicion 2014 - Fecha 19","Newells","Lanus",0,0,"Empate"
"Torneo Final 2014 - Fecha 19","Lanus","Newells",1,1,"Empate"
"Torneo Inicial 2013 - Fecha 19","Newells","Lanus",2,2,"Empate"
"Torneo Final 2013 - Fecha 2","Newells","Lanus",0,3,"Visita gana"
"Torneo Inicial 2012 - Fecha 2","Lanus","Newells",0,1,"Visita gana"
"Torneo Clausura 2012 - Fecha 19","Newells","Lanus",0,0,"Empate"
"Torneo Apertura 2011 - Fecha 19","Lanus","Newells",2,2,"Empate"
"Torneo Clausura 2011 - Fecha 2","Newells","Lanus",2,1,"Local gana"
"Torneo Apertura 2010 - Fecha 2","Lanus","Newells",1,1,"Empate"
"Torneo Clausura 2010 - Fecha 5","Newells","Lanus",1,1,"Empate"
"Torneo Apertura 2009 - Fecha 5","Lanus","Newells",0,2,"Visita gana"
"Torneo Clausura 2009 - Fecha 5","Lanus","Newells",2,1,"Local gana"
"Torneo Apertura 2008 - Fecha 5","Newells","Lanus",2,1,"Local gana"
"Torneo Clausura 2008 - Fecha 7","Lanus","Newells",1,1,"Empate"
"Torneo Apertura 2007 - Fecha 7","Newells","Lanus",0,0,"Empate"
"Torneo Clausura 2007 - Fecha 3","Lanus","Newells",3,2,"Local gana"
"Torneo Apertura 2006 - Fecha 3","Newells","Lanus",0,1,"Visita gana"
"Torneo Clausura 2006 - Fecha 14","Newells","Lanus",1,2,"Visita gana"
"Torneo Apertura 2005 - Fecha 14","Lanus","Newells",1,1,"Empate"
"Torneo Clausura 2005 - Fecha 14","Lanus","Newells",0,0,"Empate"
"Torneo Apertura 2004 - Fecha 14","Newells","Lanus",0,0,"Empate"
"Torneo Clausura 2004 - Fecha 15","Newells","Lanus",2,4,"Visita gana"
"Torneo Apertura 2003 - Fecha 15","Lanus","Newells",3,2,"Local gana"
"Torneo Clausura 2003 - Fecha 12","Lanus","Newells",4,2,"Local gana"
"Torneo Apertura 2002 - Fecha 12","Newells","Lanus",2,2,"Empate"
"Torneo Clausura 2002 - Fecha 11","Lanus","Newells",1,0,"Local gana"
"Torneo Apertura 2001 - Fecha 11","Newells","Lanus",2,0,"Local gana"
"Torneo Clausura 2001 - Fecha 13","Lanus","Newells",1,3,"Visita gana"
"Torneo Apertura 2000 - Fecha 13","Newells","Lanus",1,0,"Local gana"
"Torneo Clausura 2000 - Fecha 8","Newells","Lanus",3,2,"Local gana"
"Torneo Apertura 1999 - Fecha 8","Lanus","Newells",2,1,"Local gana"
"Torneo Clausura 1999 - Fecha 3","Newells","Lanus",3,2,"Local gana"
"Torneo Apertura 1998 - Fecha 3","Lanus","Newells",0,1,"Visita gana"
"Torneo Clausura 1998 - Fecha 13","Lanus","Newells",3,1,"Local gana"
"Torneo Apertura 1997 - Fecha 13","Newells","Lanus",2,4,"Visita gana"
"Torneo Clausura 1997 - Fecha 14","Newells","Lanus",1,0,"Local gana"
"Torneo Apertura 1996 - Fecha 14","Lanus","Newells",2,0,"Local gana"
"Torneo Clausura 1996 - Fecha 4","Lanus","Newells",4,1,"Local gana"
"Torneo Apertura 1995 - Fecha 4","Newells","Lanus",0,1,"Visita gana"
"Torneo Clausura 1995 - Fecha 4","Lanus","Newells",3,1,"Local gana"
"Torneo Apertura 1994 - Fecha 4","Newells","Lanus",3,1,"Local gana"
"Torneo Clausura 1994 - Fecha 14","Newells","Lanus",1,2,"Visita gana"
"Torneo Apertura 1993 - Fecha 14","Lanus","Newells",1,1,"Empate"
"Torneo Clausura 1993 - Fecha 18","Lanus","Newells",1,1,"Empate"
"Torneo Apertura 1992 - Fecha 18","Newells","Lanus",2,3,"Visita gana"
"Torneo Clausura 1991 - Fecha 13","Lanus","Newells",1,0,"Local gana"
"Campeonato 1990/91 - Fecha 13","Newells","Lanus",3,1,"Local gana"
"Metropolitano 1977 - Fecha 35","Lanus","Newells",0,0,"Empate"
"Metropolitano 1977 - Fecha 12","Newells","Lanus",0,1,"Visita gana"
"Metropolitano 1972 - Fecha 31","Lanus","Newells",0,1,"Visita gana"
"Metropolitano 1972 - Fecha 14","Newells","Lanus",1,0,"Local gana"
"Metropolitano 1970 - Fecha 1","Lanus","Newells",1,1,"Empate"
"Metropolitano 1968 - Grupo A","Lanus","Newells",2,0,"Local gana"
"Metropolitano 1967 - Grupo A","Lanus","Newells",1,0,"Local gana"
"Metropolitano 1967 - Grupo A","Newells","Lanus",1,3,"Visita gana"
"Campeonato 1966 - Fecha 37","Newells","Lanus",2,2,"Empate"
"Campeonato 1966 - Fecha 18","Lanus","Newells",0,2,"Visita gana"
"Campeonato 1965 - Fecha 34","Lanus","Newells",0,0,"Empate"
"Campeonato 1965 - Fecha 17","Newells","Lanus",2,1,"Local gana"
"Campeonato 1960 - Fecha 25","Newells","Lanus",3,0,"Local gana"
"Campeonato 1960 - Fecha 10","Lanus","Newells",1,0,"Local gana"
"Campeonato 1959 - Fecha 30","Lanus","Newells",4,0,"Local gana"
"Campeonato 1959 - Fecha 15","Newells","Lanus",2,2,"Empate"
"Campeonato 1958 - Fecha 18","Lanus","Newells",2,0,"Local gana"
"Campeonato 1958 - Fecha 3","Newells","Lanus",1,3,"Visita gana"
"Campeonato 1957 - Fecha 22","Newells","Lanus",2,1,"Local gana"
"Campeonato 1957 - Fecha 7","Lanus","Newells",2,0,"Local gana"
"Campeonato 1956 - Fecha 25","Newells","Lanus",1,1,"Empate"
"Campeonato 1956 - Fecha 10","Lanus","Newells",2,1,"Local gana"
"Campeonato 1955 - Fecha 24","Newells","Lanus",1,2,"Visita gana"
"Campeonato 1955 - Fecha 9","Lanus","Newells",3,1,"Local gana"
"Campeonato 1954 - Fecha 19","Newells","Lanus",4,1,"Local gana"
"Campeonato 1954 - Fecha 4","Lanus","Newells",3,1,"Local gana"
"Campeonato 1953 - Fecha 20","Newells","Lanus",1,0,"Local gana"
"Campeonato 1953 - Fecha 5","Lanus","Newells",1,0,"Local gana"
"Campeonato 1952 - Fecha 20","Lanus","Newells",3,2,"Local gana"
"Campeonato 1952 - Fecha 5","Newells","Lanus",2,2,"Empate"
"Campeonato 1951 - Fecha 33","Lanus","Newells",2,1,"Local gana"
"Campeonato 1951 - Fecha 16","Newells","Lanus",1,0,"Local gana"
"Campeonato 1949 - Fecha 29","Newells","Lanus",4,0,"Local gana"
"Campeonato 1949 - Fecha 12","Lanus","Newells",2,1,"Local gana"
"Campeonato 1948 - Fecha 20","Lanus","Newells",1,1,"Empate"
"Campeonato 1948 - Fecha 5","Newells","Lanus",4,0,"Local gana"
"Campeonato 1947 - Fecha 28","Lanus","Newells",3,0,"Local gana"
"Campeonato 1947 - Fecha 13","Newells","Lanus",1,0,"Local gana"
"Campeonato 1946 - Fecha 17","Lanus","Newells",1,1,"Empate"
"Campeonato 1946 - Fecha 2","Newells","Lanus",1,1,"Empate"
"Campeonato 1945 - Fecha 29","Lanus","Newells",2,2,"Empate"
"Campeonato 1945 - Fecha 14","Newells","Lanus",1,0,"Local gana"
"Campeonato 1944 - Fecha 17","Lanus","Newells",3,2,"Local gana"
"Campeonato 1944 - Fecha 2","Newells","Lanus",4,1,"Local gana"
"Campeonato 1943 - Fecha 26","Lanus","Newells",1,0,"Local gana"
"Campeonato 1943 - Fecha 11","Newells","Lanus",3,2,"Local gana"
"Campeonato 1942 - Fecha 19","Lanus","Newells",0,0,"Empate"
"Campeonato 1942 - Fecha 4","Newells","Lanus",3,1,"Local gana"
"Campeonato 1941 - Fecha 30","Newells","Lanus",9,2,"Local gana"
"Campeonato 1941 - Fecha 15","Lanus","Newells",3,4,"Visita gana"
"Campeonato 1940 - Fecha 27","Lanus","Newells",2,2,"Empate"
"Campeonato 1940 - Fecha 10","Newells","Lanus",6,1,"Local gana"
"Campeonato 1939 - Fecha 24","Newells","Lanus",1,3,"Visita gana"
"Campeonato 1939 - Fecha 7","Lanus","Newells",1,2,"Visita gana"
"Campeonato 2015 - Fecha 22","Lanus","Nueva Chicago",1,0,"Local gana"
"Torneo Clausura 2007 - Fecha 16","Nueva Chicago","Lanus",2,1,"Local gana"
"Torneo Apertura 2006 - Fecha 16","Lanus","Nueva Chicago",1,0,"Local gana"
"Torneo Clausura 2004 - Fecha 13","Nueva Chicago","Lanus",0,0,"Empate"
"Torneo Apertura 2003 - Fecha 13","Lanus","Nueva Chicago",1,1,"Empate"
"Torneo Clausura 2003 - Fecha 3","Lanus","Nueva Chicago",1,2,"Visita gana"
"Torneo Apertura 2002 - Fecha 3","Nueva Chicago","Lanus",1,0,"Local gana"
"Torneo Clausura 2002 - Fecha 6","Nueva Chicago","Lanus",1,1,"Empate"
"Torneo Apertura 2001 - Fecha 6","Lanus","Nueva Chicago",1,1,"Empate"
"Superliga 2017/18 - Fecha 8","Lanus","Olimpo",0,2,"Visita gana"
"Campeonato 2016/17 - Fecha 2","Olimpo","Lanus",0,0,"Empate"
"Campeonato 2015 - Fecha 14","Lanus","Olimpo",2,0,"Local gana"
"Torneo de Transicion 2014 - Fecha 5","Lanus","Olimpo",1,1,"Empate"
"Torneo Final 2014 - Fecha 5","Olimpo","Lanus",2,0,"Local gana"
"Torneo Inicial 2013 - Fecha 5","Lanus","Olimpo",3,0,"Local gana"
"Torneo Clausura 2012 - Fecha 17","Olimpo","Lanus",2,2,"Empate"
"Torneo Apertura 2011 - Fecha 17","Lanus","Olimpo",0,0,"Empate"
"Torneo Clausura 2011 - Fecha 11","Lanus","Olimpo",1,1,"Empate"
"Torneo Apertura 2010 - Fecha 11","Olimpo","Lanus",1,0,"Local gana"
"Torneo Clausura 2008 - Fecha 4","Olimpo","Lanus",3,2,"Local gana"
"Torneo Apertura 2007 - Fecha 4","Lanus","Olimpo",2,1,"Local gana"
"Torneo Clausura 2006 - Fecha 2","Lanus","Olimpo",2,1,"Local gana"
"Torneo Apertura 2005 - Fecha 2","Olimpo","Lanus",1,1,"Empate"
"Torneo Clausura 2005 - Fecha 19","Lanus","Olimpo",5,0,"Local gana"
"Torneo Apertura 2004 - Fecha 19","Olimpo","Lanus",2,0,"Local gana"
"Torneo Clausura 2004 - Fecha 1","Lanus","Olimpo",3,0,"Local gana"
"Torneo Apertura 2003 - Fecha 1","Olimpo","Lanus",2,2,"Empate"
"Torneo Clausura 2003 - Fecha 10","Lanus","Olimpo",1,0,"Local gana"
"Torneo Apertura 2002 - Fecha 10","Olimpo","Lanus",2,0,"Local gana"
"Superliga 2019/20 - Fecha 8","Patronato","Lanus",1,1,"Empate"
"Superliga 2018/19 - Fecha 9","Lanus","Patronato",3,1,"Local gana"
"Superliga 2017/18 - Fecha 13","Lanus","Patronato",1,1,"Empate"
"Campeonato 2016/17 - Fecha 23","Patronato","Lanus",0,2,"Visita gana"
"Torneo Clausura 1999 - Fecha 5","Platense","Lanus",2,5,"Visita gana"
"Torneo Apertura 1998 - Fecha 5","Lanus","Platense",1,0,"Local gana"
"Torneo Clausura 1998 - Fecha 12","Platense","Lanus",1,1,"Empate"
"Torneo Apertura 1997 - Fecha 12","Lanus","Platense",1,3,"Visita gana"
"Torneo Clausura 1997 - Fecha 4","Lanus","Platense",2,0,"Local gana"
"Torneo Apertura 1996 - Fecha 4","Platense","Lanus",0,0,"Empate"
"Torneo Clausura 1996 - Fecha 1","Lanus","Platense",1,0,"Local gana"
"Torneo Apertura 1995 - Fecha 1","Platense","Lanus",0,1,"Visita gana"
"Torneo Clausura 1995 - Fecha 7","Platense","Lanus",0,1,"Visita gana"
"Torneo Apertura 1994 - Fecha 7","Lanus","Platense",0,1,"Visita gana"
"Torneo Clausura 1994 - Fecha 2","Platense","Lanus",4,2,"Local gana"
"Torneo Apertura 1993 - Fecha 2","Lanus","Platense",1,1,"Empate"
"Torneo Clausura 1993 - Fecha 2","Platense","Lanus",0,1,"Visita gana"
"Torneo Apertura 1992 - Fecha 2","Lanus","Platense",1,1,"Empate"
"Torneo Clausura 1991 - Fecha 15","Lanus","Platense",0,0,"Empate"
"Campeonato 1990/91 - Fecha 15","Platense","Lanus",0,1,"Visita gana"
"Metropolitano 1977 - Desempate Descenso","Platense","Lanus",0,0,"Empate"
"Metropolitano 1977 - Fecha 32","Platense","Lanus",0,0,"Empate"
"Metropolitano 1977 - Fecha 9","Lanus","Platense",0,1,"Visita gana"
"Metropolitano 1970 - Fecha 10","Lanus","Platense",0,1,"Visita gana"
"Nacional 1969 - Fecha 16","Lanus","Platense",3,1,"Local gana"
"Metropolitano 1968 - Grupo A","Platense","Lanus",4,1,"Local gana"
"Metropolitano 1968 - Grupo A","Lanus","Platense",2,1,"Local gana"
"Nacional 1967 - Fecha 15","Lanus","Platense",3,2,"Local gana"
"Campeonato 1966 - Fecha 30","Lanus","Platense",0,0,"Empate"
"Campeonato 1966 - Fecha 11","Platense","Lanus",3,2,"Local gana"
"Campeonato 1965 - Fecha 27","Lanus","Platense",1,4,"Visita gana"
"Campeonato 1965 - Fecha 10","Platense","Lanus",0,0,"Empate"
"Campeonato 1955 - Fecha 29","Platense","Lanus",1,1,"Empate"
"Campeonato 1955 - Fecha 14","Lanus","Platense",2,0,"Local gana"
"Campeonato 1954 - Fecha 23","Platense","Lanus",1,1,"Empate"
"Campeonato 1954 - Fecha 8","Lanus","Platense",2,2,"Empate"
"Campeonato 1953 - Fecha 16","Platense","Lanus",3,2,"Local gana"
"Campeonato 1953 - Fecha 1","Lanus","Platense",2,2,"Empate"
"Campeonato 1952 - Fecha 29","Lanus","Platense",1,2,"Visita gana"
"Campeonato 1952 - Fecha 14","Platense","Lanus",1,2,"Visita gana"
"Campeonato 1951 - Fecha 26","Lanus","Platense",2,1,"Local gana"
"Campeonato 1951 - Fecha 9","Platense","Lanus",1,3,"Visita gana"
"Campeonato 1949 - Fecha 20","Lanus","Platense",2,1,"Local gana"
"Campeonato 1949 - Fecha 3","Platense","Lanus",3,2,"Local gana"
"Campeonato 1948 - Fecha 27","Lanus","Platense",1,1,"Empate"
"Campeonato 1948 - Fecha 12","Platense","Lanus",2,2,"Empate"
"Campeonato 1947 - Fecha 24","Lanus","Platense",2,0,"Local gana"
"Campeonato 1947 - Fecha 9","Platense","Lanus",2,3,"Visita gana"
"Campeonato 1946 - Fecha 18","Platense","Lanus",6,3,"Local gana"
"Campeonato 1946 - Fecha 3","Lanus","Platense",0,3,"Visita gana"
"Campeonato 1945 - Fecha 28","Platense","Lanus",3,2,"Local gana"
"Campeonato 1945 - Fecha 13","Lanus","Platense",3,0,"Local gana"
"Campeonato 1944 - Fecha 29","Lanus","Platense",3,1,"Local gana"
"Campeonato 1944 - Fecha 14","Platense","Lanus",5,2,"Local gana"
"Campeonato 1943 - Fecha 29","Platense","Lanus",2,4,"Visita gana"
"Campeonato 1943 - Fecha 14","Lanus","Platense",1,1,"Empate"
"Campeonato 1942 - Fecha 25","Lanus","Platense",2,2,"Empate"
"Campeonato 1942 - Fecha 10","Platense","Lanus",2,0,"Local gana"
"Campeonato 1941 - Fecha 19","Platense","Lanus",1,1,"Empate"
"Campeonato 1941 - Fecha 4","Lanus","Platense",4,7,"Visita gana"
"Campeonato 1940 - Fecha 24","Platense","Lanus",1,1,"Empate"
"Campeonato 1940 - Fecha 7","Lanus","Platense",1,2,"Visita gana"
"Campeonato 1939 - Fecha 25","Lanus","Platense",1,3,"Visita gana"
"Campeonato 1939 - Fecha 8","Platense","Lanus",4,3,"Local gana"
"Campeonato 1938 - Fecha 30","Lanus","Platense",7,2,"Local gana"
"Campeonato 1938 - Fecha 13","Platense","Lanus",2,2,"Empate"
"Campeonato 1937 - Fecha 30","Lanus","Platense",5,1,"Local gana"
"Campeonato 1937 - Fecha 12","Platense","Lanus",2,1,"Local gana"
"Campeonato 1936 - Fecha 5","Platense","Lanus",3,1,"Local gana"
"Copa de Honor 1936 - Fecha 5","Lanus","Platense",1,1,"Empate"
"Campeonato 1935 - Fecha 23","Platense","Lanus",2,0,"Local gana"
"Campeonato 1935 - Fecha 6","Lanus","Platense",2,1,"Local gana"
"Campeonato 1933 - Fecha 24","Platense","Lanus",3,0,"Local gana"
"Campeonato 1933 - Fecha 7","Lanus","Platense",5,2,"Local gana"
"Campeonato 1932 - Fecha 20","Platense","Lanus",3,2,"Local gana"
"Campeonato 1932 - Fecha 3","Lanus","Platense",1,1,"Empate"
"Campeonato 1931 - Fecha 22","Lanus","Platense",1,1,"Empate"
"Campeonato 1931 - Fecha 5","Platense","Lanus",1,2,"Visita gana"
"Campeonato 2016/17 - Fecha 7","Quilmes","Lanus",1,0,"Local gana"
"Campeonato 2015 - Fecha 1","Quilmes","Lanus",0,1,"Visita gana"
"Torneo de Transicion 2014 - Fecha 8","Quilmes","Lanus",0,2,"Visita gana"
"Torneo Final 2014 - Fecha 8","Lanus","Quilmes",1,0,"Local gana"
"Torneo Inicial 2013 - Fecha 8","Quilmes","Lanus",0,0,"Empate"
"Torneo Final 2013 - Fecha 7","Lanus","Quilmes",2,2,"Empate"
"Torneo Inicial 2012 - Fecha 7","Quilmes","Lanus",0,0,"Empate"
"Torneo Clausura 2011 - Fecha 3","Lanus","Quilmes",2,1,"Local gana"
"Torneo Apertura 2010 - Fecha 3","Quilmes","Lanus",1,1,"Empate"
"Torneo Clausura 2007 - Fecha 11","Lanus","Quilmes",3,1,"Local gana"
"Torneo Apertura 2006 - Fecha 11","Quilmes","Lanus",1,2,"Visita gana"
"Torneo Clausura 2006 - Fecha 11","Lanus","Quilmes",2,0,"Local gana"
"Torneo Apertura 2005 - Fecha 11","Quilmes","Lanus",0,1,"Visita gana"
"Torneo Clausura 2005 - Fecha 15","Quilmes","Lanus",0,0,"Empate"
"Torneo Apertura 2004 - Fecha 15","Lanus","Quilmes",1,0,"Local gana"
"Torneo Clausura 2004 - Fecha 18","Lanus","Quilmes",0,0,"Empate"
"Torneo Apertura 2003 - Fecha 18","Quilmes","Lanus",2,1,"Local gana"
"Metropolitano 1977 - Fecha 31","Lanus","Quilmes",1,1,"Empate"
"Metropolitano 1977 - Fecha 8","Quilmes","Lanus",4,0,"Local gana"
"Metropolitano 1970 - Grupo Reclasificatorio","Quilmes","Lanus",2,1,"Local gana"
"Metropolitano 1970 - Grupo Reclasificatorio","Lanus","Quilmes",3,2,"Local gana"
"Metropolitano 1970 - Fecha 13","Quilmes","Lanus",3,2,"Local gana"
"Metropolitano 1969 - Fecha Intergrupo","Lanus","Quilmes",1,1,"Empate"
"Metropolitano 1969 - Fecha Intergrupo","Quilmes","Lanus",1,2,"Visita gana"
"Nacional 1969 - Fecha 7","Lanus","Quilmes",4,0,"Local gana"
"Metropolitano 1968 - Fecha Intergrupo","Lanus","Quilmes",1,0,"Local gana"
"Metropolitano 1968 - Fecha Intergrupo","Quilmes","Lanus",1,1,"Empate"
"Metropolitano 1967 - Grupo A","Quilmes","Lanus",2,7,"Visita gana"
"Metropolitano 1967 - Grupo A","Lanus","Quilmes",0,0,"Empate"
"Nacional 1967 - Fecha 12","Quilmes","Lanus",0,1,"Visita gana"
"Campeonato 1966 - Fecha 38","Lanus","Quilmes",4,3,"Local gana"
"Campeonato 1966 - Fecha 19","Quilmes","Lanus",0,1,"Visita gana"
"Campeonato 1951 - Fecha 20","Lanus","Quilmes",6,0,"Local gana"
"Campeonato 1951 - Fecha 3","Quilmes","Lanus",2,2,"Empate"
"Campeonato 1937 - Fecha 19","Quilmes","Lanus",3,2,"Local gana"
"Campeonato 1937 - Fecha 1","Lanus","Quilmes",3,0,"Local gana"
"Campeonato 1936 - Fecha 7","Quilmes","Lanus",2,1,"Local gana"
"Copa de Honor 1936 - Fecha 7","Lanus","Quilmes",0,1,"Visita gana"
"Campeonato 1935 - Fecha 34","Lanus","Quilmes",9,0,"Local gana"
"Campeonato 1935 - Fecha 17","Quilmes","Lanus",2,0,"Local gana"
"Campeonato 1933 - Fecha 23","Lanus","Quilmes",1,1,"Empate"
"Campeonato 1933 - Fecha 6","Quilmes","Lanus",6,2,"Local gana"
"Campeonato 1932 - Fecha 18","Quilmes","Lanus",2,0,"Local gana"
"Campeonato 1932 - Fecha 1","Lanus","Quilmes",0,3,"Visita gana"
"Campeonato 1931 - Fecha 19","Lanus","Quilmes",2,1,"Local gana"
"Campeonato 1931 - Fecha 2","Quilmes","Lanus",4,1,"Local gana"
"Superliga 2019/20 - Fecha 16","Lanus","Racing Club",1,0,"Local gana"
"Superliga 2018/19 - Fecha 5","Lanus","Racing Club",0,1,"Visita gana"
"Superliga 2017/18 - Fecha 16","Racing Club","Lanus",3,1,"Local gana"
"Campeonato 2016/17 - Fecha 15","Racing Club","Lanus",3,0,"Local gana"
"Torneo 2016 - Fecha 7","Racing Club","Lanus",2,1,"Local gana"
"Campeonato 2015 - Fecha 11","Racing Club","Lanus",2,0,"Local gana"
"Torneo de Transicion 2014 - Fecha 6","Racing Club","Lanus",1,3,"Visita gana"
"Torneo Final 2014 - Fecha 6","Lanus","Racing Club",1,0,"Local gana"
"Torneo Inicial 2013 - Fecha 6","Racing Club","Lanus",1,1,"Empate"
"Torneo Final 2013 - Fecha 4","Racing Club","Lanus",0,0,"Empate"
"Torneo Inicial 2012 - Fecha 4","Lanus","Racing Club",1,1,"Empate"
"Torneo Clausura 2012 - Fecha 12","Lanus","Racing Club",3,1,"Local gana"
"Torneo Apertura 2011 - Fecha 12","Racing Club","Lanus",1,1,"Empate"
"Torneo Clausura 2011 - Fecha 7","Lanus","Racing Club",4,1,"Local gana"
"Torneo Apertura 2010 - Fecha 7","Racing Club","Lanus",4,0,"Local gana"
"Torneo Clausura 2010 - Fecha 10","Lanus","Racing Club",1,0,"Local gana"
"Torneo Apertura 2009 - Fecha 10","Racing Club","Lanus",1,1,"Empate"
"Torneo Clausura 2009 - Fecha 1","Lanus","Racing Club",3,1,"Local gana"
"Torneo Apertura 2008 - Fecha 1","Racing Club","Lanus",0,2,"Visita gana"
"Torneo Clausura 2008 - Fecha 11","Lanus","Racing Club",3,3,"Empate"
"Torneo Apertura 2007 - Fecha 11","Racing Club","Lanus",1,1,"Empate"
"Torneo Clausura 2007 - Fecha 5","Lanus","Racing Club",1,2,"Visita gana"
"Torneo Apertura 2006 - Fecha 5","Racing Club","Lanus",0,1,"Visita gana"
"Torneo Clausura 2006 - Fecha 10","Racing Club","Lanus",0,0,"Empate"
"Torneo Apertura 2005 - Fecha 10","Lanus","Racing Club",1,0,"Local gana"
"Torneo Clausura 2005 - Fecha 17","Racing Club","Lanus",2,0,"Local gana"
"Torneo Apertura 2004 - Fecha 17","Lanus","Racing Club",2,3,"Visita gana"
"Torneo Clausura 2004 - Fecha 9","Lanus","Racing Club",1,2,"Visita gana"
"Torneo Apertura 2003 - Fecha 9","Racing Club","Lanus",2,2,"Empate"
"Torneo Clausura 2003 - Fecha 11","Racing Club","Lanus",0,2,"Visita gana"
"Torneo Apertura 2002 - Fecha 11","Lanus","Racing Club",2,1,"Local gana"
"Torneo Clausura 2002 - Fecha 18","Lanus","Racing Club",2,0,"Local gana"
"Torneo Apertura 2001 - Fecha 18","Racing Club","Lanus",2,0,"Local gana"
"Torneo Clausura 2001 - Fecha 14","Racing Club","Lanus",1,1,"Empate"
"Torneo Apertura 2000 - Fecha 14","Lanus","Racing Club",4,2,"Local gana"
"Torneo Clausura 2000 - Fecha 12","Racing Club","Lanus",0,3,"Visita gana"
"Torneo Apertura 1999 - Fecha 12","Lanus","Racing Club",2,3,"Visita gana"
"Torneo Clausura 1999 - Fecha 4","Lanus","Racing Club",1,0,"Local gana"
"Torneo Apertura 1998 - Fecha 4","Racing Club","Lanus",2,2,"Empate"
"Torneo Clausura 1998 - Fecha 8","Racing Club","Lanus",3,0,"Local gana"
"Torneo Apertura 1997 - Fecha 8","Lanus","Racing Club",2,1,"Local gana"
"Torneo Clausura 1997 - Fecha 9","Racing Club","Lanus",1,2,"Visita gana"
"Torneo Apertura 1996 - Fecha 9","Lanus","Racing Club",1,1,"Empate"
"Torneo Clausura 1996 - Fecha 15","Racing Club","Lanus",0,1,"Visita gana"
"Torneo Apertura 1995 - Fecha 15","Lanus","Racing Club",0,3,"Visita gana"
"Torneo Clausura 1995 - Fecha 12","Lanus","Racing Club",1,2,"Visita gana"
"Torneo Apertura 1994 - Fecha 12","Racing Club","Lanus",1,3,"Visita gana"
"Torneo Clausura 1994 - Fecha 17","Racing Club","Lanus",2,0,"Local gana"
"Torneo Apertura 1993 - Fecha 17","Lanus","Racing Club",1,1,"Empate"
"Torneo Clausura 1993 - Fecha 1","Lanus","Racing Club",1,0,"Local gana"
"Torneo Apertura 1992 - Fecha 1","Racing Club","Lanus",1,1,"Empate"
"Torneo Clausura 1991 - Fecha 10","Racing Club","Lanus",2,1,"Local gana"
"Campeonato 1990/91 - Fecha 10","Lanus","Racing Club",1,4,"Visita gana"
"Metropolitano 1977 - Fecha 34","Racing Club","Lanus",1,1,"Empate"
"Metropolitano 1977 - Fecha 11","Lanus","Racing Club",1,2,"Visita gana"
"Metropolitano 1972 - Fecha 33","Lanus","Racing Club",1,2,"Visita gana"
"Metropolitano 1972 - Fecha 16","Racing Club","Lanus",4,3,"Local gana"
"Metropolitano 1970 - Fecha 15","Lanus","Racing Club",4,1,"Local gana"
"Nacional 1969 - Fecha 4","Racing Club","Lanus",2,0,"Local gana"
"Metropolitano 1968 - Grupo A","Lanus","Racing Club",2,2,"Empate"
"Metropolitano 1968 - Grupo A","Racing Club","Lanus",1,0,"Local gana"
"Nacional 1968 - Fecha 3","Racing Club","Lanus",3,2,"Local gana"
"Metropolitano 1967 - Grupo A","Lanus","Racing Club",1,2,"Visita gana"
"Metropolitano 1967 - Grupo A","Racing Club","Lanus",2,1,"Local gana"
"Nacional 1967 - Fecha 5","Lanus","Racing Club",2,0,"Local gana"
"Campeonato 1966 - Fecha 33","Racing Club","Lanus",2,1,"Local gana"
"Campeonato 1966 - Fecha 14","Lanus","Racing Club",1,2,"Visita gana"
"Campeonato 1965 - Fecha 32","Racing Club","Lanus",4,2,"Local gana"
"Campeonato 1965 - Fecha 15","Lanus","Racing Club",1,0,"Local gana"
"Campeonato 1961 - Fecha 23","Racing Club","Lanus",5,0,"Local gana"
"Campeonato 1961 - Fecha 8","Lanus","Racing Club",1,4,"Visita gana"
"Campeonato 1960 - Fecha 26","Lanus","Racing Club",2,1,"Local gana"
"Campeonato 1960 - Fecha 11","Racing Club","Lanus",0,0,"Empate"
"Campeonato 1959 - Fecha 21","Lanus","Racing Club",2,1,"Local gana"
"Campeonato 1959 - Fecha 6","Racing Club","Lanus",3,1,"Local gana"
"Campeonato 1958 - Fecha 28","Lanus","Racing Club",3,3,"Empate"
"Campeonato 1958 - Fecha 13","Racing Club","Lanus",4,0,"Local gana"
"Campeonato 1957 - Fecha 18","Racing Club","Lanus",1,0,"Local gana"
"Campeonato 1957 - Fecha 3","Lanus","Racing Club",4,3,"Local gana"
"Campeonato 1956 - Fecha 27","Racing Club","Lanus",2,1,"Local gana"
"Campeonato 1956 - Fecha 12","Lanus","Racing Club",2,1,"Local gana"
"Campeonato 1955 - Fecha 20","Racing Club","Lanus",3,2,"Local gana"
"Campeonato 1955 - Fecha 5","Lanus","Racing Club",4,2,"Local gana"
