"torneo","home_team","away_team","home_goals","away_goals","resultado"
"Campeonato 1954 - Fecha 27","Racing Club","Lanus",2,0,"Local gana"
"Campeonato 1954 - Fecha 12","Lanus","Racing Club",1,0,"Local gana"
"Campeonato 1953 - Fecha 18","Racing Club","Lanus",1,1,"Empate"
"Campeonato 1953 - Fecha 3","Lanus","Racing Club",4,2,"Local gana"
"Campeonato 1952 - Fecha 28","Racing Club","Lanus",1,1,"Empate"
"Campeonato 1952 - Fecha 13","Lanus","Racing Club",1,1,"Empate"
"Campeonato 1951 - Fecha 34","Racing Club","Lanus",5,3,"Local gana"
"Campeonato 1951 - Fecha 17","Lanus","Racing Club",1,1,"Empate"
"Campeonato 1949 - Fecha 26","Lanus","Racing Club",2,2,"Empate"
"Campeonato 1949 - Fecha 9","Racing Club","Lanus",6,1,"Local gana"
"Campeonato 1948 - Fecha 21","Lanus","Racing Club",1,1,"Empate"
"Campeonato 1948 - Fecha 6","Racing Club","Lanus",4,0,"Local gana"
"Campeonato 1947 - Fecha 17","Lanus","Racing Club",0,2,"Visita gana"
"Campeonato 1947 - Fecha 2","Racing Club","Lanus",4,2,"Local gana"
"Campeonato 1946 - Fecha 16","Racing Club","Lanus",5,1,"Local gana"
"Campeonato 1946 - Fecha 1","Lanus","Racing Club",0,1,"Visita gana"
"Campeonato 1945 - Fecha 23","Lanus","Racing Club",1,0,"Local gana"
"Campeonato 1945 - Fecha 8","Racing Club","Lanus",4,1,"Local gana"
"Campeonato 1944 - Fecha 18","Racing Club","Lanus",1,0,"Local gana"
"Campeonato 1944 - Fecha 3","Lanus","Racing Club",1,0,"Local gana"
"Campeonato 1943 - Fecha 18","Lanus","Racing Club",3,1,"Local gana"
"Campeonato 1943 - Fecha 3","Racing Club","Lanus",1,1,"Empate"
"Campeonato 1942 - Fecha 21","Lanus","Racing Club",1,1,"Empate"
"Campeonato 1942 - Fecha 6","Racing Club","Lanus",0,1,"Visita gana"
"Campeonato 1941 - Fecha 16","Lanus","Racing Club",2,5,"Visita gana"
"Campeonato 1941 - Fecha 1","Racing Club","Lanus",4,1,"Local gana"
"Campeonato 1940 - Fecha 25","Lanus","Racing Club",4,1,"Local gana"
"Campeonato 1940 - Fecha 8","Racing Club","Lanus",6,5,"Local gana"
"Campeonato 1939 - Fecha 28","Lanus","Racing Club",2,2,"Empate"
"Campeonato 1939 - Fecha 11","Racing Club","Lanus",3,1,"Local gana"
"Campeonato 1938 - Fecha 25","Racing Club","Lanus",8,1,"Local gana"
"Campeonato 1938 - Fecha 8","Lanus","Racing Club",1,2,"Visita gana"
"Campeonato 1937 - Fecha 25","Racing Club","Lanus",5,0,"Local gana"
"Campeonato 1937 - Fecha 7","Lanus","Racing Club",1,1,"Empate"
"Campeonato 1936 - Fecha 16","Racing Club","Lanus",6,2,"Local gana"
"Copa de Honor 1936 - Fecha 16","Lanus","Racing Club",1,5,"Visita gana"
"Campeonato 1935 - Fecha 32","Lanus","Racing Club",0,1,"Visita gana"
"Campeonato 1935 - Fecha 15","Racing Club","Lanus",2,0,"Local gana"
"Campeonato 1933 - Fecha 21","Lanus","Racing Club",1,4,"Visita gana"
"Campeonato 1933 - Fecha 4","Racing Club","Lanus",4,0,"Local gana"
"Campeonato 1932 - Fecha 30","Lanus","Racing Club",1,1,"Empate"
"Campeonato 1932 - Fecha 13","Racing Club","Lanus",2,0,"Local gana"
"Campeonato 1931 - Fecha 25","Racing Club","Lanus",4,2,"Local gana"
"Campeonato 1931 - Fecha 8","Lanus","Racing Club",3,0,"Local gana"
"Liga 2021 - Fecha 3","Lanus","River Plate",0,3,"Visita gana"
"Superliga 2019/20 - Fecha 2","River Plate","Lanus",3,0,"Local gana"
"Superliga 2018/19 - Fecha 7","Lanus","River Plate",1,5,"Visita gana"
"Superliga 2017/18 - Fecha 15","Lanus","River Plate",1,0,"Local gana"
"Campeonato 2016/17 - Fecha 16","Lanus","River Plate",1,3,"Visita gana"
"Campeonato 2015 - Fecha 25","River Plate","Lanus",1,1,"Empate"
"Torneo de Transicion 2014 - Fecha 9","Lanus","River Plate",1,1,"Empate"
"Torneo Final 2014 - Fecha 9","River Plate","Lanus",2,0,"Local gana"
"Torneo Inicial 2013 - Fecha 9","Lanus","River Plate",0,1,"Visita gana"
"Torneo Final 2013 - Fecha 18","Lanus","River Plate",5,1,"Local gana"
"Torneo Inicial 2012 - Fecha 18","River Plate","Lanus",1,0,"Local gana"
"Torneo Clausura 2011 - Fecha 19","River Plate","Lanus",1,2,"Visita gana"
"Torneo Apertura 2010 - Fecha 19","Lanus","River Plate",1,4,"Visita gana"
"Torneo Clausura 2010 - Fecha 12","Lanus","River Plate",1,0,"Local gana"
"Torneo Apertura 2009 - Fecha 12","River Plate","Lanus",0,1,"Visita gana"
"Torneo Clausura 2009 - Fecha 13","River Plate","Lanus",1,1,"Empate"
"Torneo Apertura 2008 - Fecha 13","Lanus","River Plate",2,0,"Local gana"
"Torneo Clausura 2008 - Fecha 9","Lanus","River Plate",0,1,"Visita gana"
"Torneo Apertura 2007 - Fecha 9","River Plate","Lanus",3,1,"Local gana"
"Torneo Clausura 2007 - Fecha 1","River Plate","Lanus",1,0,"Local gana"
"Torneo Apertura 2006 - Fecha 1","Lanus","River Plate",0,2,"Visita gana"
"Torneo Clausura 2006 - Fecha 13","Lanus","River Plate",4,1,"Local gana"
"Torneo Apertura 2005 - Fecha 13","River Plate","Lanus",4,1,"Local gana"
"Torneo Clausura 2005 - Fecha 11","River Plate","Lanus",1,1,"Empate"
"Torneo Apertura 2004 - Fecha 11","Lanus","River Plate",1,0,"Local gana"
"Torneo Clausura 2004 - Fecha 17","River Plate","Lanus",2,1,"Local gana"
"Torneo Apertura 2003 - Fecha 17","Lanus","River Plate",2,0,"Local gana"
"Torneo Clausura 2003 - Fecha 16","Lanus","River Plate",3,4,"Visita gana"
"Torneo Apertura 2002 - Fecha 16","River Plate","Lanus",1,2,"Visita gana"
"Torneo Clausura 2002 - Fecha 17","Lanus","River Plate",1,0,"Local gana"
"Torneo Apertura 2001 - Fecha 17","River Plate","Lanus",4,0,"Local gana"
"Torneo Clausura 2001 - Fecha 19","River Plate","Lanus",1,2,"Visita gana"
"Torneo Apertura 2000 - Fecha 19","Lanus","River Plate",3,2,"Local gana"
"Torneo Clausura 2000 - Fecha 7","Lanus","River Plate",1,1,"Empate"
"Torneo Apertura 1999 - Fecha 7","River Plate","Lanus",3,1,"Local gana"
"Torneo Clausura 1999 - Fecha 8","Lanus","River Plate",1,1,"Empate"
"Torneo Apertura 1998 - Fecha 8","River Plate","Lanus",0,1,"Visita gana"
"Torneo Clausura 1998 - Fecha 1","River Plate","Lanus",0,4,"Visita gana"
"Torneo Apertura 1997 - Fecha 1","Lanus","River Plate",1,3,"Visita gana"
"Torneo Clausura 1997 - Fecha 12","River Plate","Lanus",3,0,"Local gana"
"Torneo Apertura 1996 - Fecha 12","Lanus","River Plate",3,1,"Local gana"
"Torneo Clausura 1996 - Fecha 14","Lanus","River Plate",2,2,"Empate"
"Torneo Apertura 1995 - Fecha 14","River Plate","Lanus",0,1,"Visita gana"
"Torneo Clausura 1995 - Fecha 1","River Plate","Lanus",2,3,"Visita gana"
"Torneo Apertura 1994 - Fecha 1","Lanus","River Plate",1,1,"Empate"
"Torneo Clausura 1994 - Fecha 11","Lanus","River Plate",1,1,"Empate"
"Torneo Apertura 1993 - Fecha 11","River Plate","Lanus",2,0,"Local gana"
"Torneo Clausura 1993 - Fecha 17","River Plate","Lanus",1,1,"Empate"
"Torneo Apertura 1992 - Fecha 17","Lanus","River Plate",3,2,"Local gana"
"Torneo Clausura 1991 - Fecha 2","Lanus","River Plate",1,1,"Empate"
"Campeonato 1990/91 - Fecha 2","River Plate","Lanus",0,0,"Empate"
"Metropolitano 1977 - Fecha 38","River Plate","Lanus",1,1,"Empate"
"Metropolitano 1977 - Fecha 15","Lanus","River Plate",0,2,"Visita gana"
"Metropolitano 1972 - Fecha 32","River Plate","Lanus",2,1,"Local gana"
"Metropolitano 1972 - Fecha 15","Lanus","River Plate",2,3,"Visita gana"
"Nacional 1972 - Grupo A","Lanus","River Plate",1,2,"Visita gana"
"Metropolitano 1970 - Fecha 16","River Plate","Lanus",3,1,"Local gana"
"Nacional 1969 - Fecha 13","River Plate","Lanus",2,0,"Local gana"
"Nacional 1968 - Fecha 5","River Plate","Lanus",3,0,"Local gana"
"Nacional 1967 - Fecha 3","Lanus","River Plate",0,1,"Visita gana"
"Campeonato 1966 - Fecha 22","River Plate","Lanus",1,0,"Local gana"
"Campeonato 1966 - Fecha 3","Lanus","River Plate",1,3,"Visita gana"
"Campeonato 1965 - Fecha 20","River Plate","Lanus",1,0,"Local gana"
"Campeonato 1965 - Fecha 3","Lanus","River Plate",1,0,"Local gana"
"Campeonato 1961 - Fecha 18","Lanus","River Plate",1,1,"Empate"
"Campeonato 1961 - Fecha 1","River Plate","Lanus",5,2,"Local gana"
"Campeonato 1960 - Fecha 24","Lanus","River Plate",1,1,"Empate"
"Campeonato 1960 - Fecha 9","River Plate","Lanus",2,2,"Empate"
"Campeonato 1959 - Fecha 16","River Plate","Lanus",2,1,"Local gana"
"Campeonato 1959 - Fecha 1","Lanus","River Plate",2,2,"Empate"
"Campeonato 1958 - Fecha 30","Lanus","River Plate",1,1,"Empate"
"Campeonato 1958 - Fecha 15","River Plate","Lanus",3,2,"Local gana"
"Campeonato 1957 - Fecha 17","Lanus","River Plate",0,0,"Empate"
"Campeonato 1957 - Fecha 2","River Plate","Lanus",5,2,"Local gana"
"Campeonato 1956 - Fecha 24","Lanus","River Plate",1,3,"Visita gana"
"Campeonato 1956 - Fecha 9","River Plate","Lanus",0,0,"Empate"
"Campeonato 1955 - Fecha 22","River Plate","Lanus",1,0,"Local gana"
"Campeonato 1955 - Fecha 7","Lanus","River Plate",2,2,"Empate"
"Campeonato 1954 - Fecha 16","Lanus","River Plate",0,3,"Visita gana"
"Campeonato 1954 - Fecha 1","River Plate","Lanus",5,2,"Local gana"
"Campeonato 1953 - Fecha 24","River Plate","Lanus",2,1,"Local gana"
"Campeonato 1953 - Fecha 9","Lanus","River Plate",1,2,"Visita gana"
"Campeonato 1952 - Fecha 21","River Plate","Lanus",2,1,"Local gana"
"Campeonato 1952 - Fecha 6","Lanus","River Plate",1,1,"Empate"
"Campeonato 1951 - Fecha 18","Lanus","River Plate",1,2,"Visita gana"
"Campeonato 1951 - Fecha 1","River Plate","Lanus",1,1,"Empate"
"Campeonato 1949 - Fecha 28","Lanus","River Plate",0,2,"Visita gana"
"Campeonato 1949 - Fecha 11","River Plate","Lanus",2,0,"Local gana"
"Campeonato 1948 - Fecha 19","River Plate","Lanus",2,0,"Local gana"
"Campeonato 1948 - Fecha 4","Lanus","River Plate",1,1,"Empate"
"Campeonato 1947 - Fecha 16","River Plate","Lanus",3,0,"Local gana"
"Campeonato 1947 - Fecha 1","Lanus","River Plate",1,5,"Visita gana"
"Campeonato 1946 - Fecha 26","River Plate","Lanus",1,2,"Visita gana"
"Campeonato 1946 - Fecha 11","Lanus","River Plate",0,0,"Empate"
"Campeonato 1945 - Fecha 20","River Plate","Lanus",2,2,"Empate"
"Campeonato 1945 - Fecha 5","Lanus","River Plate",0,2,"Visita gana"
"Campeonato 1944 - Fecha 28","River Plate","Lanus",2,0,"Local gana"
"Campeonato 1944 - Fecha 13","Lanus","River Plate",0,0,"Empate"
"Campeonato 1943 - Fecha 22","Lanus","River Plate",3,2,"Local gana"
"Campeonato 1943 - Fecha 7","River Plate","Lanus",0,3,"Visita gana"
"Campeonato 1942 - Fecha 17","Lanus","River Plate",1,3,"Visita gana"
"Campeonato 1942 - Fecha 2","River Plate","Lanus",5,0,"Local gana"
"Campeonato 1941 - Fecha 26","River Plate","Lanus",4,0,"Local gana"
"Campeonato 1941 - Fecha 11","Lanus","River Plate",2,4,"Visita gana"
"Campeonato 1940 - Fecha 31","River Plate","Lanus",7,1,"Local gana"
"Campeonato 1940 - Fecha 14","Lanus","River Plate",1,1,"Empate"
"Campeonato 1939 - Fecha 33","River Plate","Lanus",5,2,"Local gana"
"Campeonato 1939 - Fecha 16","Lanus","River Plate",1,5,"Visita gana"
"Campeonato 1938 - Fecha 22","Lanus","River Plate",1,2,"Visita gana"
"Campeonato 1938 - Fecha 5","River Plate","Lanus",4,0,"Local gana"
"Campeonato 1937 - Fecha 20","Lanus","River Plate",2,3,"Visita gana"
"Campeonato 1937 - Fecha 2","River Plate","Lanus",3,2,"Local gana"
"Campeonato 1936 - Fecha 2","Lanus","River Plate",0,3,"Visita gana"
"Copa de Honor 1936 - Fecha 2","River Plate","Lanus",1,0,"Local gana"
"Campeonato 1935 - Fecha 33","River Plate","Lanus",4,2,"Local gana"
"Campeonato 1935 - Fecha 16","Lanus","River Plate",0,2,"Visita gana"
"Campeonato 1933 - Fecha 20","River Plate","Lanus",5,3,"Local gana"
"Campeonato 1933 - Fecha 3","Lanus","River Plate",1,1,"Empate"
"Campeonato 1932 - Fecha 28","Lanus","River Plate",0,1,"Visita gana"
"Campeonato 1932 - Fecha 11","River Plate","Lanus",4,1,"Local gana"
"Campeonato 1931 - Fecha 33","Lanus","River Plate",0,1,"Visita gana"
"Campeonato 1931 - Fecha 16","River Plate","Lanus",4,0,"Local gana"
"Superliga 2019/20 - Fecha 9","Lanus","Rosario Central",1,1,"Empate"
"Superliga 2018/19 - Fecha 20","Lanus","Rosario Central",2,0,"Local gana"
"Superliga 2017/18 - Fecha 17","Lanus","Rosario Central",1,1,"Empate"
"Campeonato 2016/17 - Fecha 13","Rosario Central","Lanus",1,2,"Visita gana"
"Campeonato 2015 - Fecha 13","Rosario Central","Lanus",1,1,"Empate"
"Torneo de Transicion 2014 - Fecha 10","Rosario Central","Lanus",1,2,"Visita gana"
"Torneo Final 2014 - Fecha 10","Lanus","Rosario Central",2,1,"Local gana"
"Torneo Inicial 2013 - Fecha 10","Rosario Central","Lanus",2,1,"Local gana"
"Torneo Clausura 2010 - Fecha 14","Lanus","Rosario Central",0,0,"Empate"
"Torneo Apertura 2009 - Fecha 14","Rosario Central","Lanus",0,0,"Empate"
"Torneo Clausura 2009 - Fecha 14","Lanus","Rosario Central",2,1,"Local gana"
"Torneo Apertura 2008 - Fecha 14","Rosario Central","Lanus",1,2,"Visita gana"
"Torneo Clausura 2008 - Fecha 16","Lanus","Rosario Central",0,0,"Empate"
"Torneo Apertura 2007 - Fecha 16","Rosario Central","Lanus",1,4,"Visita gana"
"Torneo Clausura 2007 - Fecha 4","Rosario Central","Lanus",2,3,"Visita gana"
"Torneo Apertura 2006 - Fecha 4","Lanus","Rosario Central",1,2,"Visita gana"
"Torneo Clausura 2006 - Fecha 4","Lanus","Rosario Central",2,0,"Local gana"
"Torneo Apertura 2005 - Fecha 4","Rosario Central","Lanus",4,0,"Local gana"
"Torneo Clausura 2005 - Fecha 5","Rosario Central","Lanus",3,3,"Empate"
"Torneo Apertura 2004 - Fecha 5","Lanus","Rosario Central",1,1,"Empate"
"Torneo Clausura 2004 - Fecha 5","Lanus","Rosario Central",3,0,"Local gana"
"Torneo Apertura 2003 - Fecha 5","Rosario Central","Lanus",3,1,"Local gana"
"Torneo Clausura 2003 - Fecha 2","Rosario Central","Lanus",1,0,"Local gana"
"Torneo Apertura 2002 - Fecha 2","Lanus","Rosario Central",1,6,"Visita gana"
"Torneo Clausura 2002 - Fecha 1","Lanus","Rosario Central",0,0,"Empate"
"Torneo Apertura 2001 - Fecha 1","Rosario Central","Lanus",2,1,"Local gana"
"Torneo Clausura 2001 - Fecha 3","Lanus","Rosario Central",4,1,"Local gana"
"Torneo Apertura 2000 - Fecha 3","Rosario Central","Lanus",1,1,"Empate"
"Torneo Clausura 2000 - Fecha 17","Lanus","Rosario Central",1,0,"Local gana"
"Torneo Apertura 1999 - Fecha 17","Rosario Central","Lanus",2,1,"Local gana"
"Torneo Clausura 1999 - Fecha 12","Lanus","Rosario Central",1,2,"Visita gana"
"Torneo Apertura 1998 - Fecha 12","Rosario Central","Lanus",2,0,"Local gana"
"Torneo Clausura 1998 - Fecha 3","Lanus","Rosario Central",3,0,"Local gana"
"Torneo Apertura 1997 - Fecha 3","Rosario Central","Lanus",2,2,"Empate"
"Torneo Clausura 1997 - Fecha 5","Rosario Central","Lanus",0,0,"Empate"
"Torneo Apertura 1996 - Fecha 5","Lanus","Rosario Central",2,1,"Local gana"
"Torneo Clausura 1996 - Fecha 13","Rosario Central","Lanus",3,1,"Local gana"
"Torneo Apertura 1995 - Fecha 13","Lanus","Rosario Central",3,0,"Local gana"
"Torneo Clausura 1995 - Fecha 13","Lanus","Rosario Central",1,1,"Empate"
"Torneo Apertura 1994 - Fecha 13","Rosario Central","Lanus",1,2,"Visita gana"
"Torneo Clausura 1994 - Fecha 4","Rosario Central","Lanus",1,1,"Empate"
"Torneo Apertura 1993 - Fecha 4","Lanus","Rosario Central",3,0,"Local gana"
"Torneo Clausura 1993 - Fecha 8","Lanus","Rosario Central",0,0,"Empate"
"Torneo Apertura 1992 - Fecha 8","Rosario Central","Lanus",2,0,"Local gana"
"Torneo Clausura 1991 - Fecha 3","Rosario Central","Lanus",1,2,"Visita gana"
"Campeonato 1990/91 - Fecha 3","Lanus","Rosario Central",0,2,"Visita gana"
"Metropolitano 1977 - Fecha 46","Lanus","Rosario Central",0,1,"Visita gana"
"Metropolitano 1977 - Fecha 23","Rosario Central","Lanus",3,1,"Local gana"
"Metropolitano 1972 - Fecha 22","Rosario Central","Lanus",3,1,"Local gana"
"Metropolitano 1972 - Fecha 5","Lanus","Rosario Central",1,3,"Visita gana"
"Nacional 1972 - Grupo A","Lanus","Rosario Central",1,1,"Empate"
"Metropolitano 1970 - Fecha 18","Rosario Central","Lanus",1,1,"Empate"
"Metropolitano 1969 - Grupo A","Lanus","Rosario Central",3,0,"Local gana"
"Metropolitano 1969 - Grupo A","Rosario Central","Lanus",0,2,"Visita gana"
"Nacional 1968 - Fecha 10","Lanus","Rosario Central",1,4,"Visita gana"
"Nacional 1967 - Fecha 7","Lanus","Rosario Central",1,0,"Local gana"
"Campeonato 1966 - Fecha 27","Lanus","Rosario Central",0,0,"Empate"
"Campeonato 1966 - Fecha 8","Rosario Central","Lanus",4,1,"Local gana"
"Campeonato 1965 - Fecha 25","Lanus","Rosario Central",0,1,"Visita gana"
"Campeonato 1965 - Fecha 8","Rosario Central","Lanus",2,1,"Local gana"
"Campeonato 1961 - Fecha 24","Lanus","Rosario Central",3,0,"Local gana"
"Campeonato 1961 - Fecha 9","Rosario Central","Lanus",1,1,"Empate"
"Campeonato 1960 - Fecha 18","Rosario Central","Lanus",1,0,"Local gana"
"Campeonato 1960 - Fecha 3","Lanus","Rosario Central",1,1,"Empate"
"Campeonato 1959 - Fecha 22","Lanus","Rosario Central",2,1,"Local gana"
"Campeonato 1959 - Fecha 7","Rosario Central","Lanus",3,1,"Local gana"
"Campeonato 1958 - Fecha 26","Lanus","Rosario Central",2,1,"Local gana"
"Campeonato 1958 - Fecha 11","Rosario Central","Lanus",2,1,"Local gana"
"Campeonato 1957 - Fecha 30","Rosario Central","Lanus",2,1,"Local gana"
"Campeonato 1957 - Fecha 15","Lanus","Rosario Central",1,0,"Local gana"
"Campeonato 1956 - Fecha 18","Lanus","Rosario Central",4,2,"Local gana"
"Campeonato 1956 - Fecha 3","Rosario Central","Lanus",2,2,"Empate"
"Campeonato 1955 - Fecha 16","Rosario Central","Lanus",4,0,"Local gana"
"Campeonato 1955 - Fecha 1","Lanus","Rosario Central",2,1,"Local gana"
"Campeonato 1954 - Fecha 26","Lanus","Rosario Central",1,0,"Local gana"
"Campeonato 1954 - Fecha 11","Rosario Central","Lanus",2,2,"Empate"
"Campeonato 1953 - Fecha 28","Rosario Central","Lanus",1,1,"Empate"
"Campeonato 1953 - Fecha 13","Lanus","Rosario Central",2,1,"Local gana"
"Campeonato 1952 - Fecha 27","Lanus","Rosario Central",3,1,"Local gana"
"Campeonato 1952 - Fecha 12","Rosario Central","Lanus",2,1,"Local gana"
"Campeonato 1949 - Fecha 21","Rosario Central","Lanus",2,1,"Local gana"
"Campeonato 1949 - Fecha 4","Lanus","Rosario Central",2,2,"Empate"
"Campeonato 1948 - Fecha 25","Lanus","Rosario Central",0,0,"Empate"
"Campeonato 1948 - Fecha 10","Rosario Central","Lanus",6,1,"Local gana"
"Campeonato 1947 - Fecha 21","Lanus","Rosario Central",1,2,"Visita gana"
"Campeonato 1947 - Fecha 6","Rosario Central","Lanus",2,2,"Empate"
"Campeonato 1946 - Fecha 25","Lanus","Rosario Central",6,3,"Local gana"
"Campeonato 1946 - Fecha 10","Rosario Central","Lanus",1,1,"Empate"
"Campeonato 1945 - Fecha 21","Lanus","Rosario Central",1,1,"Empate"
"Campeonato 1945 - Fecha 6","Rosario Central","Lanus",3,1,"Local gana"
"Campeonato 1944 - Fecha 16","Rosario Central","Lanus",4,1,"Local gana"
"Campeonato 1944 - Fecha 1","Lanus","Rosario Central",0,2,"Visita gana"
"Campeonato 1943 - Fecha 19","Rosario Central","Lanus",3,1,"Local gana"
"Campeonato 1943 - Fecha 4","Lanus","Rosario Central",1,2,"Visita gana"
"Campeonato 1941 - Fecha 22","Lanus","Rosario Central",4,2,"Local gana"
"Campeonato 1941 - Fecha 7","Rosario Central","Lanus",1,1,"Empate"
"Campeonato 1940 - Fecha 18","Rosario Central","Lanus",2,3,"Visita gana"
"Campeonato 1940 - Fecha 1","Lanus","Rosario Central",6,5,"Local gana"
"Campeonato 1939 - Fecha 32","Lanus","Rosario Central",4,1,"Local gana"
"Campeonato 1939 - Fecha 15","Rosario Central","Lanus",3,1,"Local gana"
"Superliga 2019/20 - Fecha 23","San Lorenzo","Lanus",4,3,"Local gana"
"Superliga 2018/19 - Fecha 2","San Lorenzo","Lanus",2,2,"Empate"
"Superliga 2017/18 - Fecha 21","Lanus","San Lorenzo",0,2,"Visita gana"
"Campeonato 2016/17 - Fecha 14","Lanus","San Lorenzo",2,2,"Empate"
"Torneo 2016 - Final","San Lorenzo","Lanus",0,4,"Visita gana"
"Campeonato 2015 - Fecha 7","San Lorenzo","Lanus",4,0,"Local gana"
"Torneo de Transicion 2014 - Fecha 13","Lanus","San Lorenzo",1,0,"Local gana"
"Torneo Final 2014 - Fecha 13","San Lorenzo","Lanus",1,4,"Visita gana"
"Torneo Inicial 2013 - Fecha 13","Lanus","San Lorenzo",3,2,"Local gana"
"Torneo Final 2013 - Fecha 19","San Lorenzo","Lanus",2,2,"Empate"
"Torneo Inicial 2012 - Fecha 19","Lanus","San Lorenzo",0,0,"Empate"
"Torneo Clausura 2012 - Fecha 1","Lanus","San Lorenzo",4,1,"Local gana"
"Torneo Apertura 2011 - Fecha 1","San Lorenzo","Lanus",0,1,"Visita gana"
"Torneo Clausura 2011 - Fecha 10","San Lorenzo","Lanus",1,1,"Empate"
"Torneo Apertura 2010 - Fecha 10","Lanus","San Lorenzo",2,0,"Local gana"
"Torneo Clausura 2010 - Fecha 18","Lanus","San Lorenzo",3,2,"Local gana"
"Torneo Apertura 2009 - Fecha 18","San Lorenzo","Lanus",0,1,"Visita gana"
"Torneo Clausura 2009 - Fecha 16","Lanus","San Lorenzo",2,1,"Local gana"
"Torneo Apertura 2008 - Fecha 16","San Lorenzo","Lanus",1,3,"Visita gana"
"Torneo Clausura 2008 - Fecha 8","San Lorenzo","Lanus",3,1,"Local gana"
"Torneo Apertura 2007 - Fecha 8","Lanus","San Lorenzo",4,3,"Local gana"
"Torneo Clausura 2007 - Fecha 8","San Lorenzo","Lanus",1,0,"Local gana"
"Torneo Apertura 2006 - Fecha 8","Lanus","San Lorenzo",2,0,"Local gana"
"Torneo Clausura 2006 - Fecha 7","Lanus","San Lorenzo",2,0,"Local gana"
"Torneo Apertura 2005 - Fecha 7","San Lorenzo","Lanus",1,1,"Empate"
"Torneo Clausura 2005 - Fecha 18","San Lorenzo","Lanus",3,1,"Local gana"
"Torneo Apertura 2004 - Fecha 18","Lanus","San Lorenzo",2,3,"Visita gana"
"Torneo Clausura 2004 - Fecha 3","Lanus","San Lorenzo",0,4,"Visita gana"
"Torneo Apertura 2003 - Fecha 3","San Lorenzo","Lanus",1,1,"Empate"
"Torneo Clausura 2003 - Fecha 7","Lanus","San Lorenzo",2,3,"Visita gana"
"Torneo Apertura 2002 - Fecha 7","San Lorenzo","Lanus",1,1,"Empate"
"Torneo Clausura 2002 - Fecha 13","Lanus","San Lorenzo",2,2,"Empate"
"Torneo Apertura 2001 - Fecha 13","San Lorenzo","Lanus",0,2,"Visita gana"
"Torneo Clausura 2001 - Fecha 7","Lanus","San Lorenzo",4,5,"Visita gana"
"Torneo Apertura 2000 - Fecha 7","San Lorenzo","Lanus",4,2,"Local gana"
"Torneo Clausura 2000 - Fecha 15","Lanus","San Lorenzo",0,1,"Visita gana"
"Torneo Apertura 1999 - Fecha 15","San Lorenzo","Lanus",0,1,"Visita gana"
"Torneo Clausura 1999 - Fecha 10","Lanus","San Lorenzo",1,2,"Visita gana"
"Torneo Apertura 1998 - Fecha 10","San Lorenzo","Lanus",1,1,"Empate"
"Torneo Clausura 1998 - Fecha 15","Lanus","San Lorenzo",2,1,"Local gana"
"Torneo Apertura 1997 - Fecha 15","San Lorenzo","Lanus",1,1,"Empate"
"Torneo Clausura 1997 - Fecha 10","San Lorenzo","Lanus",1,0,"Local gana"
"Torneo Apertura 1996 - Fecha 10","Lanus","San Lorenzo",3,1,"Local gana"
"Torneo Clausura 1996 - Fecha 9","San Lorenzo","Lanus",2,3,"Visita gana"
"Torneo Apertura 1995 - Fecha 9","Lanus","San Lorenzo",1,3,"Visita gana"
"Torneo Clausura 1995 - Fecha 18","San Lorenzo","Lanus",1,0,"Local gana"
"Torneo Apertura 1994 - Fecha 18","Lanus","San Lorenzo",2,2,"Empate"
